split,sample_id,image,class_id,class_name,probability,component_rank,heatmap_threshold,bbox_xywh,yolo_bbox,yolo_x_center,yolo_y_center,yolo_width,yolo_height,x,y,width,height,area,centroid_x,centroid_y
train,infiltrat/CXR021_003.jpg,CXR021_003.jpg,0,infiltrat,0.605972,2,0.5000,"0,136,60,48",0 0.133929 0.714286 0.267857 0.214286,0.133929,0.714286,0.267857,0.214286,0,136,60,48,1625,31.3508,162.5846
train,infiltrat/CXR022_001.jpg,CXR022_001.jpg,0,infiltrat,0.604705,1,0.5000,"29,22,106,99",0 0.366071 0.319196 0.473214 0.441964,0.366071,0.319196,0.473214,0.441964,29,22,106,99,7965,77.3078,71.2778
train,infiltrat/CXR022_002.jpg,CXR022_002.jpg,0,infiltrat,0.609481,1,0.5000,"170,0,54,92",0 0.879464 0.205357 0.241071 0.410714,0.879464,0.205357,0.241071,0.410714,170,0,54,92,3757,202.0548,39.8443
train,infiltrat/CXR022_003.jpg,CXR022_003.jpg,0,infiltrat,0.578854,1,0.5000,"188,0,36,39",0 0.919643 0.087054 0.160714 0.174107,0.919643,0.087054,0.160714,0.174107,188,0,36,39,1216,207.3734,17.0921
train,infiltrat/CXR022_003.jpg,CXR022_003.jpg,0,infiltrat,0.578854,2,0.5000,"0,0,25,26",0 0.055804 0.058036 0.111607 0.116071,0.055804,0.058036,0.111607,0.116071,0,0,25,26,598,11.1923,11.6839
train,infiltrat/CXR022_003.jpg,CXR022_003.jpg,0,infiltrat,0.578854,3,0.5000,"37,199,27,25",0 0.225446 0.944196 0.120536 0.111607,0.225446,0.944196,0.120536,0.111607,37,199,27,25,559,49.6333,212.9803
train,infiltrat/CXR024_001.jpg,CXR024_001.jpg,0,infiltrat,0.611907,1,0.5000,"126,65,98,99",0 0.781250 0.511161 0.437500 0.441964,0.781250,0.511161,0.437500,0.441964,126,65,98,99,8276,176.7726,112.638
train,infiltrat/CXR024_002.jpg,CXR024_002.jpg,0,infiltrat,0.590401,1,0.5000,"156,21,68,103",0 0.848214 0.323661 0.303571 0.459821,0.848214,0.323661,0.303571,0.459821,156,21,68,103,5791,194.1248,72.7206
train,infiltrat/CXR024_003.jpg,CXR024_003.jpg,0,infiltrat,0.607179,1,0.5000,"123,25,101,109",0 0.774554 0.354911 0.450893 0.486607,0.774554,0.354911,0.450893,0.486607,123,25,101,109,6982,166.386,78.43
train,infiltrat/CXR025_001.jpg,CXR025_001.jpg,0,infiltrat,0.565426,1,0.5000,"27,80,104,90",0 0.352679 0.558036 0.464286 0.401786,0.352679,0.558036,0.464286,0.401786,27,80,104,90,6939,75.6651,129.0497
train,infiltrat/CXR025_002.jpg,CXR025_002.jpg,0,infiltrat,0.603140,1,0.5000,"28,109,88,85",0 0.321429 0.676339 0.392857 0.379464,0.321429,0.676339,0.392857,0.379464,28,109,88,85,5827,70.6139,150.5447
train,infiltrat/CXR025_003.jpg,CXR025_003.jpg,0,infiltrat,0.576508,1,0.5000,"33,128,83,67",0 0.332589 0.720982 0.370536 0.299107,0.332589,0.720982,0.370536,0.299107,33,128,83,67,4084,69.8161,161.8239
train,infiltrat/CXR026_001.jpg,CXR026_001.jpg,0,infiltrat,0.783236,1,0.5000,"0,58,177,108",0 0.395089 0.500000 0.790179 0.482143,0.395089,0.500000,0.790179,0.482143,0,58,177,108,10225,66.4785,119.537
train,infiltrat/CXR026_001.jpg,CXR026_001.jpg,0,infiltrat,0.783236,2,0.5000,"190,172,34,10",0 0.924107 0.790179 0.151786 0.044643,0.924107,0.790179,0.151786,0.044643,190,172,34,10,260,209.9115,176.2577
train,infiltrat/CXR026_002.jpg,CXR026_002.jpg,0,infiltrat,0.610447,1,0.5000,"0,0,91,120",0 0.203125 0.267857 0.406250 0.535714,0.203125,0.267857,0.406250,0.535714,0,0,91,120,8072,41.7377,61.8373
train,infiltrat/CXR026_002.jpg,CXR026_002.jpg,0,infiltrat,0.610447,2,0.5000,"170,59,54,86",0 0.879464 0.455357 0.241071 0.383929,0.879464,0.455357,0.241071,0.383929,170,59,54,86,3542,201.0392,99.4111
train,infiltrat/CXR026_003.jpg,CXR026_003.jpg,0,infiltrat,0.580845,1,0.5000,"0,0,95,224",0 0.212054 0.500000 0.424107 1.000000,0.212054,0.500000,0.424107,1.000000,0,0,95,224,12720,33.2565,107.2319
train,infiltrat/CXR026_003.jpg,CXR026_003.jpg,0,infiltrat,0.580845,2,0.5000,"204,0,20,20",0 0.955357 0.044643 0.089286 0.089286,0.955357,0.044643,0.089286,0.089286,204,0,20,20,394,213.6345,9.3655
train,infiltrat/CXR027_001.jpg,CXR027_001.jpg,3,atelektasis,0.670736,1,0.5000,"32,28,97,91",3 0.359375 0.328125 0.433036 0.406250,0.359375,0.328125,0.433036,0.406250,32,28,97,91,6819,76.182,67.4059
train,infiltrat/CXR027_002.jpg,CXR027_002.jpg,0,infiltrat,0.551550,1,0.5000,"27,0,65,99",0 0.265625 0.220982 0.290179 0.441964,0.265625,0.220982,0.290179,0.441964,27,0,65,99,5072,54.8095,49.9119
train,infiltrat/CXR027_003.jpg,CXR027_003.jpg,0,infiltrat,0.581278,1,0.5000,"0,121,123,103",0 0.274554 0.770089 0.549107 0.459821,0.274554,0.770089,0.549107,0.459821,0,121,123,103,6231,38.187,183.909
train,infiltrat/CXR027_003.jpg,CXR027_003.jpg,0,infiltrat,0.581278,2,0.5000,"25,58,41,46",0 0.203125 0.361607 0.183036 0.205357,0.203125,0.361607,0.183036,0.205357,25,58,41,46,1260,45.1183,81.023
train,infiltrat/CXR027_003.jpg,CXR027_003.jpg,0,infiltrat,0.581278,3,0.5000,"0,0,53,25",0 0.118304 0.055804 0.236607 0.111607,0.118304,0.055804,0.236607,0.111607,0,0,53,25,1064,27.2312,9.6579
train,infiltrat/CXR028_001.jpg,CXR028_001.jpg,0,infiltrat,0.624218,1,0.5000,"0,138,47,86",0 0.104911 0.808036 0.209821 0.383929,0.104911,0.808036,0.209821,0.383929,0,138,47,86,3313,19.8397,185.911
train,infiltrat/CXR028_001.jpg,CXR028_001.jpg,0,infiltrat,0.624218,2,0.5000,"155,174,69,50",0 0.845982 0.888393 0.308036 0.223214,0.845982,0.888393,0.308036,0.223214,155,174,69,50,2960,193.0983,200.6926
train,infiltrat/CXR028_001.jpg,CXR028_001.jpg,0,infiltrat,0.624218,3,0.5000,"39,0,12,19",0 0.200893 0.042411 0.053571 0.084821,0.200893,0.042411,0.053571,0.084821,39,0,12,19,214,44.5981,8.4393
train,infiltrat/CXR029_001.jpg,CXR029_001.jpg,0,infiltrat,0.632251,1,0.5000,"0,163,102,61",0 0.227679 0.863839 0.455357 0.272321,0.227679,0.863839,0.455357,0.272321,0,163,102,61,4520,43.9978,199.3097
train,infiltrat/CXR029_001.jpg,CXR029_001.jpg,0,infiltrat,0.632251,2,0.5000,"0,0,64,60",0 0.142857 0.133929 0.285714 0.267857,0.142857,0.133929,0.285714,0.267857,0,0,64,60,2791,25.6983,23.5518
train,infiltrat/CXR029_002.jpg,CXR029_002.jpg,0,infiltrat,0.574578,1,0.5000,"0,192,224,32",0 0.500000 0.928571 1.000000 0.142857,0.500000,0.928571,1.000000,0.142857,0,192,224,32,6470,107.0099,208.8043
train,infiltrat/CXR029_003.jpg,CXR029_003.jpg,0,infiltrat,0.555508,1,0.5000,"0,185,36,39",0 0.080357 0.912946 0.160714 0.174107,0.080357,0.912946,0.160714,0.174107,0,185,36,39,1214,15.6137,205.9316
train,infiltrat/CXR029_003.jpg,CXR029_003.jpg,0,infiltrat,0.555508,2,0.5000,"202,0,22,22",0 0.950893 0.049107 0.098214 0.098214,0.950893,0.049107,0.098214,0.098214,202,0,22,22,463,212.9006,10.0994
train,infiltrat/CXR030_001.jpg,CXR030_001.jpg,0,infiltrat,0.715641,1,0.5000,"0,0,96,98",0 0.214286 0.218750 0.428571 0.437500,0.214286,0.218750,0.428571,0.437500,0,0,96,98,9090,46.5921,46.916
train,infiltrat/CXR030_001.jpg,CXR030_001.jpg,0,infiltrat,0.715641,2,0.5000,"141,68,83,66",0 0.814732 0.450893 0.370536 0.294643,0.814732,0.450893,0.370536,0.294643,141,68,83,66,4370,186.0355,98.5064
train,infiltrat/CXR030_002.jpg,CXR030_002.jpg,0,infiltrat,0.648689,1,0.5000,"18,0,77,109",0 0.252232 0.243304 0.343750 0.486607,0.252232,0.243304,0.343750,0.486607,18,0,77,109,6044,55.2699,58.4462
train,infiltrat/CXR030_002.jpg,CXR030_002.jpg,0,infiltrat,0.648689,2,0.5000,"196,68,28,86",0 0.937500 0.495536 0.125000 0.383929,0.937500,0.495536,0.125000,0.383929,196,68,28,86,2211,210.5147,110.7454
train,infiltrat/CXR030_003.jpg,CXR030_003.jpg,0,infiltrat,0.701012,1,0.5000,"161,63,63,89",0 0.859375 0.479911 0.281250 0.397321,0.859375,0.479911,0.281250,0.397321,161,63,63,89,4489,196.8418,108.3248
train,infiltrat/CXR031_001.jpg,CXR031_001.jpg,0,infiltrat,0.753218,1,0.5000,"0,61,109,101",0 0.243304 0.497768 0.486607 0.450893,0.243304,0.497768,0.486607,0.450893,0,61,109,101,8399,53.0958,111.3108
train,infiltrat/CXR031_002.jpg,CXR031_002.jpg,0,infiltrat,0.576060,1,0.5000,"0,24,99,139",0 0.220982 0.417411 0.441964 0.620536,0.220982,0.417411,0.441964,0.620536,0,24,99,139,8319,48.4425,89.112
train,infiltrat/CXR031_003.jpg,CXR031_003.jpg,0,infiltrat,0.620008,1,0.5000,"17,46,47,111",0 0.180804 0.453125 0.209821 0.495536,0.180804,0.453125,0.209821,0.495536,17,46,47,111,3616,41.0398,98.7517
train,infiltrat/CXR031_003.jpg,CXR031_003.jpg,0,infiltrat,0.620008,2,0.5000,"208,143,16,5",0 0.964286 0.649554 0.071429 0.022321,0.964286,0.649554,0.071429,0.022321,208,143,16,5,80,215.5,145.0
train,infiltrat/CXR032_002.jpg,CXR032_002.jpg,0,infiltrat,0.566701,1,0.5000,"133,31,91,96",0 0.796875 0.352679 0.406250 0.428571,0.796875,0.352679,0.406250,0.428571,133,31,91,96,8037,180.2528,78.3723
train,infiltrat/CXR032_003.jpg,CXR032_003.jpg,0,infiltrat,0.553591,1,0.5000,"131,0,93,100",0 0.792411 0.223214 0.415179 0.446429,0.792411,0.223214,0.415179,0.446429,131,0,93,100,6601,178.3389,55.4837
train,infiltrat/CXR033_001.jpg,CXR033_001.jpg,0,infiltrat,0.631625,1,0.5000,"0,59,65,103",0 0.145089 0.493304 0.290179 0.459821,0.145089,0.493304,0.290179,0.459821,0,59,65,103,4602,26.176,117.8368
train,infiltrat/CXR033_002.jpg,CXR033_002.jpg,0,infiltrat,0.634786,1,0.5000,"0,119,224,105",0 0.500000 0.765625 1.000000 0.468750,0.500000,0.765625,1.000000,0.468750,0,119,224,105,13566,89.6125,189.3807
train,infiltrat/CXR033_002.jpg,CXR033_002.jpg,0,infiltrat,0.634786,2,0.5000,"171,0,53,70",0 0.881696 0.156250 0.236607 0.312500,0.881696,0.156250,0.236607,0.312500,171,0,53,70,3012,200.8732,30.1836
train,infiltrat/CXR033_002.jpg,CXR033_002.jpg,0,infiltrat,0.634786,3,0.5000,"0,0,45,37",0 0.100446 0.082589 0.200893 0.165179,0.100446,0.082589,0.200893,0.165179,0,0,45,37,1374,19.262,15.5146
train,infiltrat/CXR033_003.jpg,CXR033_003.jpg,0,infiltrat,0.661623,1,0.5000,"0,0,88,169",0 0.196429 0.377232 0.392857 0.754464,0.196429,0.377232,0.392857,0.754464,0,0,88,169,8527,35.1281,102.3023
train,infiltrat/CXR034_001.jpg,CXR034_001.jpg,0,infiltrat,0.630428,1,0.5000,"110,32,97,99",0 0.707589 0.363839 0.433036 0.441964,0.707589,0.363839,0.433036,0.441964,110,32,97,99,7859,156.5287,81.7104
train,infiltrat/CXR034_002.jpg,CXR034_002.jpg,0,infiltrat,0.533450,1,0.5000,"0,0,34,85",0 0.075893 0.189732 0.151786 0.379464,0.075893,0.189732,0.151786,0.379464,0,0,34,85,2377,13.9327,37.6748
train,infiltrat/CXR034_003.jpg,CXR034_003.jpg,0,infiltrat,0.572172,1,0.5000,"191,0,33,96",0 0.926339 0.214286 0.147321 0.428571,0.926339,0.214286,0.147321,0.428571,191,0,33,96,2773,208.85,45.3466
train,infiltrat/CXR034_003.jpg,CXR034_003.jpg,0,infiltrat,0.572172,2,0.5000,"0,0,28,79",0 0.062500 0.176339 0.125000 0.352679,0.062500,0.176339,0.125000,0.352679,0,0,28,79,1986,12.2427,37.2613
train,infiltrat/CXR034_003.jpg,CXR034_003.jpg,0,infiltrat,0.572172,3,0.5000,"182,136,42,45",0 0.906250 0.707589 0.187500 0.200893,0.906250,0.707589,0.187500,0.200893,182,136,42,45,1298,208.0863,155.7627
train,infiltrat/CXR035_001.jpg,CXR035_001.jpg,0,infiltrat,0.625613,1,0.5000,"0,129,97,95",0 0.216518 0.787946 0.433036 0.424107,0.216518,0.787946,0.433036,0.424107,0,129,97,95,6830,54.87,176.577
train,infiltrat/CXR035_002.jpg,CXR035_002.jpg,0,infiltrat,0.610812,1,0.5000,"0,102,92,94",0 0.205357 0.665179 0.410714 0.419643,0.205357,0.665179,0.410714,0.419643,0,102,92,94,5436,48.3407,153.1159
train,infiltrat/CXR035_002.jpg,CXR035_002.jpg,0,infiltrat,0.610812,2,0.5000,"0,0,17,21",0 0.037946 0.046875 0.075893 0.093750,0.037946,0.046875,0.075893,0.093750,0,0,17,21,355,7.9549,9.9465
train,infiltrat/CXR035_003.jpg,CXR035_003.jpg,0,infiltrat,0.622596,1,0.5000,"18,100,78,93",0 0.254464 0.654018 0.348214 0.415179,0.254464,0.654018,0.348214,0.415179,18,100,78,93,5477,54.9346,151.3695
train,infiltrat/CXR037_001.jpg,CXR037_001.jpg,0,infiltrat,0.582412,1,0.5000,"125,35,99,105",0 0.779018 0.390625 0.441964 0.468750,0.779018,0.390625,0.441964,0.468750,125,35,99,105,8015,171.4313,87.9098
train,infiltrat/CXR037_002.jpg,CXR037_002.jpg,0,infiltrat,0.550785,1,0.5000,"124,22,100,102",0 0.776786 0.325893 0.446429 0.455357,0.776786,0.325893,0.446429,0.455357,124,22,100,102,9122,176.318,71.5775
train,infiltrat/CXR037_003.jpg,CXR037_003.jpg,0,infiltrat,0.574241,1,0.5000,"95,23,110,78",0 0.669643 0.276786 0.491071 0.348214,0.669643,0.276786,0.491071,0.348214,95,23,110,78,6657,146.6084,59.1118
train,infiltrat/CXR038_001.jpg,CXR038_001.jpg,0,infiltrat,0.628077,1,0.5000,"0,0,98,49",0 0.218750 0.109375 0.437500 0.218750,0.218750,0.109375,0.437500,0.218750,0,0,98,49,3894,44.1035,20.3179
train,infiltrat/CXR038_001.jpg,CXR038_001.jpg,0,infiltrat,0.628077,2,0.5000,"122,0,102,29",0 0.772321 0.064732 0.455357 0.129464,0.772321,0.064732,0.455357,0.129464,122,0,102,29,2592,172.3549,12.3191
train,infiltrat/CXR038_001.jpg,CXR038_001.jpg,0,infiltrat,0.628077,3,0.5000,"0,140,19,44",0 0.042411 0.723214 0.084821 0.196429,0.042411,0.723214,0.084821,0.196429,0,140,19,44,820,8.8354,161.4122
train,infiltrat/CXR038_002.jpg,CXR038_002.jpg,0,infiltrat,0.629882,1,0.5000,"142,0,62,34",0 0.772321 0.075893 0.276786 0.151786,0.772321,0.075893,0.276786,0.151786,142,0,62,34,1640,173.0323,13.2366
train,infiltrat/CXR038_003.jpg,CXR038_003.jpg,0,infiltrat,0.626344,1,0.5000,"51,161,173,63",0 0.613839 0.859375 0.772321 0.281250,0.613839,0.859375,0.772321,0.281250,51,161,173,63,7548,124.7519,197.9032
train,infiltrat/CXR038_003.jpg,CXR038_003.jpg,0,infiltrat,0.626344,2,0.5000,"0,0,44,64",0 0.098214 0.142857 0.196429 0.285714,0.098214,0.142857,0.196429,0.285714,0,0,44,64,2295,18.1695,27.8837
train,infiltrat/CXR038_003.jpg,CXR038_003.jpg,0,infiltrat,0.626344,3,0.5000,"0,163,36,61",0 0.080357 0.863839 0.160714 0.272321,0.080357,0.863839,0.160714,0.272321,0,163,36,61,1831,14.8951,195.6526
train,infiltrat/CXR040_002.jpg,CXR040_002.jpg,0,infiltrat,0.621321,1,0.5000,"22,126,82,72",0 0.281250 0.723214 0.366071 0.321429,0.281250,0.723214,0.366071,0.321429,22,126,82,72,4225,59.6817,163.9659
train,infiltrat/CXR040_002.jpg,CXR040_002.jpg,0,infiltrat,0.621321,2,0.5000,"130,0,94,46",0 0.790179 0.102679 0.419643 0.205357,0.790179,0.102679,0.419643,0.205357,130,0,94,46,3108,177.8423,16.8951
train,infiltrat/CXR040_003.jpg,CXR040_003.jpg,0,infiltrat,0.630941,1,0.5000,"105,0,94,63",0 0.678571 0.140625 0.419643 0.281250,0.678571,0.140625,0.419643,0.281250,105,0,94,63,4199,155.0414,23.5787
train,infiltrat/CXR040_003.jpg,CXR040_003.jpg,0,infiltrat,0.630941,2,0.5000,"0,129,51,25",0 0.113839 0.631696 0.227679 0.111607,0.113839,0.631696,0.227679,0.111607,0,129,51,25,837,18.8447,142.6201
train,infiltrat/CXR041_001.jpg,CXR041_001.jpg,2,efusi pleura,0.706852,1,0.5000,"129,191,66,33",2 0.723214 0.926339 0.294643 0.147321,0.723214,0.926339,0.294643,0.147321,129,191,66,33,1528,159.6551,211.5255
train,infiltrat/CXR041_001.jpg,CXR041_001.jpg,2,efusi pleura,0.706852,2,0.5000,"64,76,35,52",2 0.363839 0.455357 0.156250 0.232143,0.363839,0.455357,0.156250,0.232143,64,76,35,52,1153,80.0746,103.9185
train,infiltrat/CXR041_002.jpg,CXR041_002.jpg,2,efusi pleura,0.741280,1,0.5000,"0,183,224,41",2 0.500000 0.908482 1.000000 0.183036,0.500000,0.908482,1.000000,0.183036,0,183,224,41,6527,114.7846,208.4979
train,infiltrat/CXR041_002.jpg,CXR041_002.jpg,2,efusi pleura,0.741280,2,0.5000,"129,98,30,70",2 0.642857 0.593750 0.133929 0.312500,0.642857,0.593750,0.133929,0.312500,129,98,30,70,1605,143.4916,131.5813
train,infiltrat/CXR041_003.jpg,CXR041_003.jpg,2,efusi pleura,0.731434,1,0.5000,"190,89,34,62",2 0.924107 0.535714 0.151786 0.276786,0.924107,0.535714,0.151786,0.276786,190,89,34,62,1703,209.3347,118.9119
train,infiltrat/CXR042_002.jpg,CXR042_002.jpg,0,infiltrat,0.498564,1,0.5000,"0,130,109,73",0 0.243304 0.743304 0.486607 0.325893,0.243304,0.743304,0.486607,0.325893,0,130,109,73,6400,52.5242,169.7941
train,infiltrat/CXR042_002.jpg,CXR042_002.jpg,0,infiltrat,0.498564,2,0.5000,"178,138,46,50",0 0.897321 0.727679 0.205357 0.223214,0.897321,0.727679,0.205357,0.223214,178,138,46,50,1632,206.2616,164.4841
train,infiltrat/CXR042_002.jpg,CXR042_002.jpg,0,infiltrat,0.498564,3,0.5000,"124,172,48,15",0 0.660714 0.801339 0.214286 0.066964,0.660714,0.801339,0.214286,0.066964,124,172,48,15,408,146.3554,177.8922
train,infiltrat/CXR042_003.jpg,CXR042_003.jpg,0,infiltrat,0.524001,1,0.5000,"23,134,201,70",0 0.551339 0.754464 0.897321 0.312500,0.551339,0.754464,0.897321,0.312500,23,134,201,70,9526,139.3568,166.8362
train,infiltrat/CXR043_001.jpg,CXR043_001.jpg,0,infiltrat,0.612671,1,0.5000,"169,38,55,88",0 0.877232 0.366071 0.245536 0.392857,0.877232,0.366071,0.245536,0.392857,169,38,55,88,3668,201.8667,84.5957
train,infiltrat/CXR043_002.jpg,CXR043_002.jpg,0,infiltrat,0.649984,1,0.5000,"126,65,71,101",0 0.720982 0.515625 0.316964 0.450893,0.720982,0.515625,0.316964,0.450893,126,65,71,101,4519,168.4711,122.1082
train,infiltrat/CXR043_003.jpg,CXR043_003.jpg,0,infiltrat,0.615386,1,0.5000,"137,30,87,51",0 0.805804 0.247768 0.388393 0.227679,0.805804,0.247768,0.388393,0.227679,137,30,87,51,3407,188.0182,52.8723
train,infiltrat/CXR044_001.jpg,CXR044_001.jpg,0,infiltrat,0.629068,1,0.5000,"18,45,90,122",0 0.281250 0.473214 0.401786 0.544643,0.281250,0.473214,0.401786,0.544643,18,45,90,122,6464,59.3106,115.886
train,infiltrat/CXR044_002.jpg,CXR044_002.jpg,0,infiltrat,0.611910,1,0.5000,"0,88,96,86",0 0.214286 0.584821 0.428571 0.383929,0.214286,0.584821,0.428571,0.383929,0,88,96,86,5006,37.5022,140.0617
train,infiltrat/CXR044_003.jpg,CXR044_003.jpg,0,infiltrat,0.627938,1,0.5000,"0,156,224,68",0 0.500000 0.848214 1.000000 0.303571,0.500000,0.848214,1.000000,0.303571,0,156,224,68,10253,87.0536,196.8752
train,infiltrat/CXR044_003.jpg,CXR044_003.jpg,0,infiltrat,0.627938,2,0.5000,"0,0,25,25",0 0.055804 0.055804 0.111607 0.111607,0.055804,0.055804,0.111607,0.111607,0,0,25,25,587,11.3799,11.3799
train,infiltrat/CXR045_001.jpg,CXR045_001.jpg,0,infiltrat,0.550676,1,0.5000,"118,52,85,98",0 0.716518 0.450893 0.379464 0.437500,0.716518,0.450893,0.379464,0.437500,118,52,85,98,6297,161.59,100.2206
train,infiltrat/CXR045_002.jpg,CXR045_002.jpg,0,infiltrat,0.605431,1,0.5000,"131,0,93,113",0 0.792411 0.252232 0.415179 0.504464,0.792411,0.252232,0.415179,0.504464,131,0,93,113,7607,176.5981,59.4178
train,infiltrat/CXR045_003.jpg,CXR045_003.jpg,0,infiltrat,0.592992,1,0.5000,"115,42,109,96",0 0.756696 0.401786 0.486607 0.428571,0.756696,0.401786,0.486607,0.428571,115,42,109,96,8045,174.4649,88.0552
train,infiltrat/CXR046_001.jpg,CXR046_001.jpg,0,infiltrat,0.590265,1,0.5000,"133,26,91,91",0 0.796875 0.319196 0.406250 0.406250,0.796875,0.319196,0.406250,0.406250,133,26,91,91,7535,181.471,70.3554
train,infiltrat/CXR046_001.jpg,CXR046_001.jpg,0,infiltrat,0.590265,2,0.5000,"45,131,37,28",0 0.283482 0.647321 0.165179 0.125000,0.283482,0.647321,0.165179,0.125000,45,131,37,28,668,60.5853,146.4865
train,infiltrat/CXR046_002.jpg,CXR046_002.jpg,0,infiltrat,0.576369,1,0.5000,"0,129,95,95",0 0.212054 0.787946 0.424107 0.424107,0.212054,0.787946,0.424107,0.424107,0,129,95,95,7776,42.2558,179.1038
train,infiltrat/CXR046_002.jpg,CXR046_002.jpg,0,infiltrat,0.576369,2,0.5000,"192,0,32,35",0 0.928571 0.078125 0.142857 0.156250,0.928571,0.078125,0.142857,0.156250,192,0,32,35,1000,208.837,15.568
train,infiltrat/CXR046_003.jpg,CXR046_003.jpg,0,infiltrat,0.607980,1,0.5000,"136,0,88,44",0 0.803571 0.098214 0.392857 0.196429,0.803571,0.098214,0.392857,0.196429,136,0,88,44,3066,184.8708,17.7358
train,infiltrat/CXR046_003.jpg,CXR046_003.jpg,0,infiltrat,0.607980,2,0.5000,"33,138,50,16",0 0.258929 0.651786 0.223214 0.071429,0.258929,0.651786,0.223214,0.071429,33,138,50,16,569,57.8383,145.6257
train,infiltrat/CXR047_001.jpg,CXR047_001.jpg,0,infiltrat,0.608862,1,0.5000,"0,0,99,110",0 0.220982 0.245536 0.441964 0.491071,0.220982,0.245536,0.441964,0.491071,0,0,99,110,6062,51.1405,61.9117
train,infiltrat/CXR047_002.jpg,CXR047_002.jpg,0,infiltrat,0.630288,1,0.5000,"23,0,77,97",0 0.274554 0.216518 0.343750 0.433036,0.274554,0.216518,0.343750,0.433036,23,0,77,97,5787,56.1163,45.1396
train,infiltrat/CXR047_003.jpg,CXR047_003.jpg,0,infiltrat,0.643537,1,0.5000,"19,19,108,107",0 0.325893 0.323661 0.482143 0.477679,0.325893,0.323661,0.482143,0.477679,19,19,108,107,8398,68.7078,69.7765
train,infiltrat/CXR048_001.jpg,CXR048_001.jpg,0,infiltrat,0.731451,1,0.5000,"0,70,196,128",0 0.437500 0.598214 0.875000 0.571429,0.437500,0.598214,0.875000,0.571429,0,70,196,128,13650,86.537,132.0267
train,infiltrat/CXR048_002.jpg,CXR048_002.jpg,0,infiltrat,0.623388,1,0.5000,"0,145,65,79",0 0.145089 0.823661 0.290179 0.352679,0.145089,0.823661,0.290179,0.352679,0,145,65,79,4363,28.0062,185.2537
train,infiltrat/CXR048_002.jpg,CXR048_002.jpg,0,infiltrat,0.623388,2,0.5000,"191,23,33,86",0 0.926339 0.294643 0.147321 0.383929,0.926339,0.294643,0.147321,0.383929,191,23,33,86,2248,209.8786,67.1717
train,infiltrat/CXR048_003.jpg,CXR048_003.jpg,0,infiltrat,0.618005,1,0.5000,"0,156,76,68",0 0.169643 0.848214 0.339286 0.303571,0.169643,0.848214,0.339286,0.303571,0,156,76,68,4648,34.5777,191.9787
train,infiltrat/CXR049_001.jpg,CXR049_001.jpg,0,infiltrat,0.670157,1,0.5000,"122,34,102,99",0 0.772321 0.372768 0.455357 0.441964,0.772321,0.372768,0.455357,0.441964,122,34,102,99,8401,178.4461,84.9435
train,infiltrat/CXR049_001.jpg,CXR049_001.jpg,0,infiltrat,0.670157,2,0.5000,"75,139,11,9",0 0.359375 0.640625 0.049107 0.040179,0.359375,0.640625,0.049107,0.040179,75,139,11,9,62,79.8065,143.2903
train,infiltrat/CXR049_002.jpg,CXR049_002.jpg,0,infiltrat,0.625172,1,0.5000,"131,0,93,97",0 0.792411 0.216518 0.415179 0.433036,0.792411,0.216518,0.415179,0.433036,131,0,93,97,6661,182.9605,57.2414
train,infiltrat/CXR049_002.jpg,CXR049_002.jpg,0,infiltrat,0.625172,2,0.5000,"60,108,24,7",0 0.321429 0.497768 0.107143 0.031250,0.321429,0.497768,0.107143,0.031250,60,108,24,7,108,73.5093,111.0185
train,infiltrat/CXR049_003.jpg,CXR049_003.jpg,0,infiltrat,0.637950,1,0.5000,"0,54,101,102",0 0.225446 0.468750 0.450893 0.455357,0.225446,0.468750,0.450893,0.455357,0,54,101,102,8912,45.8266,105.4933
train,infiltrat/CXR049_003.jpg,CXR049_003.jpg,0,infiltrat,0.637950,2,0.5000,"143,45,41,42",0 0.729911 0.294643 0.183036 0.187500,0.729911,0.294643,0.183036,0.187500,143,45,41,42,873,168.315,69.37
train,infiltrat/CXR050_001.jpg,CXR050_001.jpg,0,infiltrat,0.621056,1,0.5000,"167,23,57,114",0 0.872768 0.357143 0.254464 0.508929,0.872768,0.357143,0.254464,0.508929,167,23,57,114,5022,200.3797,80.3742
train,infiltrat/CXR050_002.jpg,CXR050_002.jpg,0,infiltrat,0.617819,1,0.5000,"130,0,94,105",0 0.790179 0.234375 0.419643 0.468750,0.790179,0.234375,0.419643,0.468750,130,0,94,105,7797,172.7217,50.4145
train,infiltrat/CXR050_003.jpg,CXR050_003.jpg,0,infiltrat,0.632496,1,0.5000,"157,27,48,83",0 0.808036 0.305804 0.214286 0.370536,0.808036,0.305804,0.214286,0.370536,157,27,48,83,2617,181.274,64.6442
train,infiltrat/CXR051_002.jpg,CXR051_002.jpg,0,infiltrat,0.633285,1,0.5000,"132,0,92,104",0 0.794643 0.232143 0.410714 0.464286,0.794643,0.232143,0.410714,0.464286,132,0,92,104,8795,180.6379,49.9868
train,infiltrat/CXR051_003.jpg,CXR051_003.jpg,0,infiltrat,0.618737,1,0.5000,"113,0,111,110",0 0.752232 0.245536 0.495536 0.491071,0.752232,0.245536,0.495536,0.491071,113,0,111,110,8309,161.8523,56.1016
train,infiltrat/CXR052_001.jpg,CXR052_001.jpg,0,infiltrat,0.623047,1,0.5000,"0,96,92,36",0 0.205357 0.508929 0.410714 0.160714,0.205357,0.508929,0.410714,0.160714,0,96,92,36,2651,44.3546,113.3636
